"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Sao Tome and Principe","1999","All genders","Not applicable","Number","549"
"Sao Tome and Principe","1998","All genders","Not applicable","Number","557"
"Saudi Arabia","2012","All genders","Not applicable","Number","62535"
"Saudi Arabia","2011","All genders","Not applicable","Number","51657"
"Saudi Arabia","2010","All genders","Not applicable","Number","43367"
"Saudi Arabia","2009","All genders","Not applicable","Number","31900"
"Saudi Arabia","2008","All genders","Not applicable","Number","25178"
"Saudi Arabia","2007","All genders","Not applicable","Number","20291"
"Saudi Arabia","2006","All genders","Not applicable","Number","13750"
"Saudi Arabia","2005","All genders","Not applicable","Number","12384"
"Saudi Arabia","2004","All genders","Not applicable","Number","11692"
"Saudi Arabia","2003","All genders","Not applicable","Number","11369"
"Saudi Arabia","2002","All genders","Not applicable","Number","12152"
"Saudi Arabia","2001","All genders","Not applicable","Number","11082"
"Saudi Arabia","2000","All genders","Not applicable","Number","10616"
"Saudi Arabia","1999","All genders","Not applicable","Number","10256"
"Saudi Arabia","1998","All genders","Not applicable","Number","9931"
"Senegal","2012","All genders","Not applicable","Number","11893"
"Senegal","2011","All genders","Not applicable","Number","12008"
"Senegal","2010","All genders","Not applicable","Number","12055"
"Senegal","2009","All genders","Not applicable","Number","11713"
"Senegal","2008","All genders","Not applicable","Number","12002"
"Senegal","2007","All genders","Not applicable","Number","11827"
"Senegal","2006","All genders","Not applicable","Number","11875"
"Senegal","2005","All genders","Not applicable","Number","11316"
"Senegal","2004","All genders","Not applicable","Number","10735"
"Senegal","2003","All genders","Not applicable","Number","10299"
"Senegal","2002","All genders","Not applicable","Number","8439"
"Senegal","2001","All genders","Not applicable","Number","7175"
"Senegal","2000","All genders","Not applicable","Number","6023"
"Senegal","1999","All genders","Not applicable","Number","5375"
"Senegal","1998","All genders","Not applicable","Number","5380"
"Serbia","2012","All genders","Not applicable","Number","10903"
"Serbia","2011","All genders","Not applicable","Number","11618"
"Serbia","2010","All genders","Not applicable","Number","11056"
"Serbia","2009","All genders","Not applicable","Number","10889"
"Serbia","2008","All genders","Not applicable","Number","9728"
"Serbia","2007","All genders","Not applicable","Number","10087"
"Serbia","2006","All genders","Not applicable","Number","9342"
"Serbia","2005","All genders","Not applicable","Number","9845"
"Serbia","2004","All genders","Not applicable","Number","9899"
"Serbia","2003","All genders","Not applicable","Number","10054"
"Serbia","2002","All genders","Not applicable","Number","11856"
"Serbia","2001","All genders","Not applicable","Number","12060"
"Serbia","2000","All genders","Not applicable","Number","10302"
"Serbia","1999","All genders","Not applicable","Number","14745"
"Serbia","1998","All genders","Not applicable","Number","11037"
"Seychelles","2012","All genders","Not applicable","Number","448"
"Seychelles","2011","All genders","Not applicable","Number","408"
"Seychelles","2010","All genders","Not applicable","Number","433"
"Seychelles","2009","All genders","Not applicable","Number","460"
"Seychelles","2008","All genders","Not applicable","Number","511"
"Seychelles","2007","All genders","Not applicable","Number","509"
"Seychelles","2006","All genders","Not applicable","Number","484"
"Seychelles","2005","All genders","Not applicable","Number","520"
"Seychelles","2004","All genders","Not applicable","Number","473"
"Seychelles","2003","All genders","Not applicable","Number","420"
"Seychelles","2002","All genders","Not applicable","Number","378"
"Seychelles","2001","All genders","Not applicable","Number","351"
"Seychelles","2000","All genders","Not applicable","Number","360"
"Seychelles","1999","All genders","Not applicable","Number","241"
"Seychelles","1998","All genders","Not applicable","Number","217"
"Sierra Leone","2012","All genders","Not applicable","Number","810"
"Sierra Leone","2011","All genders","Not applicable","Number","859"
"Sierra Leone","2010","All genders","Not applicable","Number","736"
"Sierra Leone","2009","All genders","Not applicable","Number","730"
"Sierra Leone","2008","All genders","Not applicable","Number","810"
"Sierra Leone","2007","All genders","Not applicable","Number","875"
"Sierra Leone","2006","All genders","Not applicable","Number","881"
"Sierra Leone","2005","All genders","Not applicable","Number","1016"
"Sierra Leone","2004","All genders","Not applicable","Number","864"
"Sierra Leone","2003","All genders","Not applicable","Number","886"
"Sierra Leone","2002","All genders","Not applicable","Number","847"
"Sierra Leone","2001","All genders","Not applicable","Number","806"
"Sierra Leone","2000","All genders","Not applicable","Number","943"
"Sierra Leone","1999","All genders","Not applicable","Number","841"
"Sierra Leone","1998","All genders","Not applicable","Number","821"
"Singapore","2012","All genders","Not applicable","Number","21777"
"Singapore","2011","All genders","Not applicable","Number","21053"
"Singapore","2010","All genders","Not applicable","Number","20382"
"Singapore","2009","All genders","Not applicable","Number","19743"
"Singapore","2008","All genders","Not applicable","Number","18536"
"Singapore","2007","All genders","Not applicable","Number","18634"
"Singapore","2006","All genders","Not applicable","Number","18653"
"Singapore","2005","All genders","Not applicable","Number","19390"
"Singapore","2004","All genders","Not applicable","Number","20794"
"Singapore","2003","All genders","Not applicable","Number","25069"
"Singapore","2002","All genders","Not applicable","Number","25757"
"Singapore","2001","All genders","Not applicable","Number","22666"
"Singapore","2000","All genders","Not applicable","Number","20581"
"Singapore","1999","All genders","Not applicable","Number","27866"
"Singapore","1998","All genders","Not applicable","Number","25346"
"Slovakia","2012","All genders","Not applicable","Number","33127"
"Slovakia","2011","All genders","Not applicable","Number","33028"
"Slovakia","2010","All genders","Not applicable","Number","30808"
"Slovakia","2009","All genders","Not applicable","Number","28295"
"Slovakia","2008","All genders","Not applicable","Number","26402"
"Slovakia","2007","All genders","Not applicable","Number","24227"
"Slovakia","2006","All genders","Not applicable","Number","22290"
"Slovakia","2005","All genders","Not applicable","Number","18515"
"Slovakia","2004","All genders","Not applicable","Number","15469"
"Slovakia","2003","All genders","Not applicable","Number","13703"
"Slovakia","2002","All genders","Not applicable","Number","11439"
"Slovakia","2001","All genders","Not applicable","Number","9135"
"Slovakia","2000","All genders","Not applicable","Number","5823"
"Slovakia","1999","All genders","Not applicable","Number","4459"
"Slovakia","1998","All genders","Not applicable","Number","4230"
"Slovenia","2012","All genders","Not applicable","Number","2433"
"Slovenia","2011","All genders","Not applicable","Number","2603"
"Slovenia","2010","All genders","Not applicable","Number","2492"
"Slovenia","2009","All genders","Not applicable","Number","2498"
"Slovenia","2008","All genders","Not applicable","Number","2359"
"Slovenia","2007","All genders","Not applicable","Number","2294"
"Slovenia","2006","All genders","Not applicable","Number","2368"
"Slovenia","2005","All genders","Not applicable","Number","2718"
"Slovenia","2004","All genders","Not applicable","Number","2585"
"Slovenia","2003","All genders","Not applicable","Number","7939"
"Slovenia","2002","All genders","Not applicable","Number","2279"
"Slovenia","2001","All genders","Not applicable","Number","2125"
"Slovenia","2000","All genders","Not applicable","Number","5807"
"Slovenia","1999","All genders","Not applicable","Number","1792"
"Slovenia","1998","All genders","Not applicable","Number","1772"
"Solomon Islands","2012","All genders","Not applicable","Number","3194"
"Solomon Islands","2011","All genders","Not applicable","Number","3174"
"Solomon Islands","2010","All genders","Not applicable","Number","3147"
"Solomon Islands","2009","All genders","Not applicable","Number","3132"
"Solomon Islands","2008","All genders","Not applicable","Number","3095"
"Solomon Islands","2007","All genders","Not applicable","Number","2596"
"Solomon Islands","2006","All genders","Not applicable","Number","2122"
"Solomon Islands","2005","All genders","Not applicable","Number","1650"
"Solomon Islands","2004","All genders","Not applicable","Number","1187"
"Solomon Islands","2003","All genders","Not applicable","Number","1187"
"Solomon Islands","2002","All genders","Not applicable","Number","1220"
"Solomon Islands","2001","All genders","Not applicable","Number","1249"
"Solomon Islands","2000","All genders","Not applicable","Number","1234"
"Solomon Islands","1999","All genders","Not applicable","Number","1206"
"Solomon Islands","1998","All genders","Not applicable","Number","1204"
"Somalia","2012","All genders","Not applicable","Number","3315"
"Somalia","2011","All genders","Not applicable","Number","3026"
"Somalia","2010","All genders","Not applicable","Number","2956"
"Somalia","2009","All genders","Not applicable","Number","2569"
"Somalia","2008","All genders","Not applicable","Number","2291"
"Somalia","2007","All genders","Not applicable","Number","1969"
"Somalia","2006","All genders","Not applicable","Number","1796"
"Somalia","2005","All genders","Not applicable","Number","1681"
"Somalia","2004","All genders","Not applicable","Number","1556"
"Somalia","2003","All genders","Not applicable","Number","1756"
"Somalia","2002","All genders","Not applicable","Number","1997"
"Somalia","2001","All genders","Not applicable","Number","1675"
"Somalia","2000","All genders","Not applicable","Number","1893"
"Somalia","1999","All genders","Not applicable","Number","1879"
"Somalia","1998","All genders","Not applicable","Number","1878"
"South Africa","2012","All genders","Not applicable","Number","6378"
"South Africa","2011","All genders","Not applicable","Number","6276"
"South Africa","2010","All genders","Not applicable","Number","6423"
"South Africa","2009","All genders","Not applicable","Number","6492"
"South Africa","2008","All genders","Not applicable","Number","5629"
"South Africa","2007","All genders","Not applicable","Number","5955"
"South Africa","2006","All genders","Not applicable","Number","5821"
"South Africa","2005","All genders","Not applicable","Number","5573"
"South Africa","2004","All genders","Not applicable","Number","5679"
"South Africa","2003","All genders","Not applicable","Number","6254"
"South Africa","2002","All genders","Not applicable","Number","6280"
"South Africa","2001","All genders","Not applicable","Number","5804"
"South Africa","2000","All genders","Not applicable","Number","5491"
"South Africa","1999","All genders","Not applicable","Number","4708"
"South Africa","1998","All genders","Not applicable","Number","4703"
"Spain","2012","All genders","Not applicable","Number","30135"
"Spain","2011","All genders","Not applicable","Number","26778"
"Spain","2010","All genders","Not applicable","Number","23644"
"Spain","2009","All genders","Not applicable","Number","22202"
"Spain","2008","All genders","Not applicable","Number","21345"
"Spain","2007","All genders","Not applicable","Number","24011"
"Spain","2006","All genders","Not applicable","Number","23586"
"Spain","2005","All genders","Not applicable","Number","24931"
"Spain","2004","All genders","Not applicable","Number","25433"
"Spain","2003","All genders","Not applicable","Number","23041"
"Spain","2002","All genders","Not applicable","Number","27763"
"Spain","2001","All genders","Not applicable","Number","27378"
"Spain","2000","All genders","Not applicable","Number","27854"
"Spain","1999","All genders","Not applicable","Number","26521"
"Spain","1998","All genders","Not applicable","Number","25678"
"Sri Lanka","2012","All genders","Not applicable","Number","16204"
"Sri Lanka","2011","All genders","Not applicable","Number","16578"
"Sri Lanka","2010","All genders","Not applicable","Number","16923"
"Sri Lanka","2009","All genders","Not applicable","Number","16561"
"Sri Lanka","2008","All genders","Not applicable","Number","15537"
"Sri Lanka","2007","All genders","Not applicable","Number","13153"
"Sri Lanka","2006","All genders","Not applicable","Number","11131"
"Sri Lanka","2005","All genders","Not applicable","Number","10186"
"Sri Lanka","2004","All genders","Not applicable","Number","9584"
"Sri Lanka","2003","All genders","Not applicable","Number","9937"
"Sri Lanka","2002","All genders","Not applicable","Number","9007"
"Sri Lanka","2001","All genders","Not applicable","Number","7315"
"Sri Lanka","2000","All genders","Not applicable","Number","6749"
"Sri Lanka","1999","All genders","Not applicable","Number","6265"
"Sri Lanka","1998","All genders","Not applicable","Number","6029"
"Suriname","2012","All genders","Not applicable","Number","858"
"Suriname","2011","All genders","Not applicable","Number","816"
"Suriname","2010","All genders","Not applicable","Number","776"
"Suriname","2009","All genders","Not applicable","Number","649"
"Suriname","2008","All genders","Not applicable","Number","558"
"Suriname","2007","All genders","Not applicable","Number","543"
"Suriname","2006","All genders","Not applicable","Number","587"
"Suriname","2005","All genders","Not applicable","Number","545"
"Suriname","2004","All genders","Not applicable","Number","556"
"Suriname","2003","All genders","Not applicable","Number","1184"
"Suriname","2002","All genders","Not applicable","Number","1062"
"Suriname","2001","All genders","Not applicable","Number","1055"
"Suriname","2000","All genders","Not applicable","Number","1028"
"Suriname","1999","All genders","Not applicable","Number","1079"
"Suriname","1998","All genders","Not applicable","Number","1073"
"Swaziland","2012","All genders","Not applicable","Number","4296"
"Swaziland","2011","All genders","Not applicable","Number","4289"
"Swaziland","2010","All genders","Not applicable","Number","3967"
"Swaziland","2009","All genders","Not applicable","Number","3997"
"Swaziland","2008","All genders","Not applicable","Number","3685"
"Swaziland","2007","All genders","Not applicable","Number","3253"
"Swaziland","2006","All genders","Not applicable","Number","3073"
"Swaziland","2005","All genders","Not applicable","Number","2815"
"Swaziland","2004","All genders","Not applicable","Number","2532"
"Swaziland","2003","All genders","Not applicable","Number","2225"
"Swaziland","2002","All genders","Not applicable","Number","1979"
"Swaziland","2001","All genders","Not applicable","Number","1511"
"Swaziland","2000","All genders","Not applicable","Number","1261"
"Swaziland","1999","All genders","Not applicable","Number","1007"
"Swaziland","1998","All genders","Not applicable","Number","738"
"Sweden","2012","All genders","Not applicable","Number","17661"
"Sweden","2011","All genders","Not applicable","Number","16547"
"Sweden","2010","All genders","Not applicable","Number","15531"
"Sweden","2009","All genders","Not applicable","Number","14773"
"Sweden","2008","All genders","Not applicable","Number","13868"
"Sweden","2007","All genders","Not applicable","Number","13822"
"Sweden","2006","All genders","Not applicable","Number","13368"
"Sweden","2005","All genders","Not applicable","Number","13340"
"Sweden","2004","All genders","Not applicable","Number","13136"
"Sweden","2003","All genders","Not applicable","Number","16248"
"Sweden","2002","All genders","Not applicable","Number","15543"
"Sweden","2001","All genders","Not applicable","Number","15422"
"Sweden","2000","All genders","Not applicable","Number","12591"
"Sweden","1999","All genders","Not applicable","Number","13972"
"Sweden","1998","All genders","Not applicable","Number","12809"
"Switzerland","2012","All genders","Not applicable","Number","11950"
"Switzerland","2011","All genders","Not applicable","Number","11816"
"Switzerland","2010","All genders","Not applicable","Number","11388"
"Switzerland","2009","All genders","Not applicable","Number","10983"
"Switzerland","2008","All genders","Not applicable","Number","10281"
"Switzerland","2007","All genders","Not applicable","Number","10516"
"Switzerland","2006","All genders","Not applicable","Number","10002"
"Switzerland","2005","All genders","Not applicable","Number","9622"
"Switzerland","2004","All genders","Not applicable","Number","9868"
"Switzerland","2003","All genders","Not applicable","Number","7971"
"Switzerland","2002","All genders","Not applicable","Number","10786"
"Switzerland","2001","All genders","Not applicable","Number","8529"
"Switzerland","2000","All genders","Not applicable","Number","6982"
"Switzerland","1999","All genders","Not applicable","Number","8750"
"Switzerland","1998","All genders","Not applicable","Number","8490"
"Syrian Arab Republic","2012","All genders","Not applicable","Number","18222"
"Syrian Arab Republic","2011","All genders","Not applicable","Number","16819"
"Syrian Arab Republic","2010","All genders","Not applicable","Number","15697"
"Syrian Arab Republic","2009","All genders","Not applicable","Number","17948"
"Syrian Arab Republic","2008","All genders","Not applicable","Number","18023"
"Syrian Arab Republic","2007","All genders","Not applicable","Number","16982"
"Syrian Arab Republic","2006","All genders","Not applicable","Number","16334"
"Syrian Arab Republic","2005","All genders","Not applicable","Number","16393"
"Syrian Arab Republic","2004","All genders","Not applicable","Number","15315"
"Syrian Arab Republic","2003","All genders","Not applicable","Number","13813"
"Syrian Arab Republic","2002","All genders","Not applicable","Number","13369"
"Syrian Arab Republic","2001","All genders","Not applicable","Number","12411"
"Syrian Arab Republic","2000","All genders","Not applicable","Number","11830"
"Syrian Arab Republic","1999","All genders","Not applicable","Number","11583"
"Syrian Arab Republic","1998","All genders","Not applicable","Number","11562"
"Tajikistan","2012","All genders","Not applicable","Number","9128"
"Tajikistan","2011","All genders","Not applicable","Number","9075"
"Tajikistan","2010","All genders","Not applicable","Number","8128"
"Tajikistan","2009","All genders","Not applicable","Number","6032"
"Tajikistan","2008","All genders","Not applicable","Number","5070"
"Tajikistan","2007","All genders","Not applicable","Number","2987"
"Tajikistan","2006","All genders","Not applicable","Number","2708"
"Tajikistan","2005","All genders","Not applicable","Number","2800"
"Tajikistan","2004","All genders","Not applicable","Number","2212"
"Tajikistan","2003","All genders","Not applicable","Number","2200"
"Tajikistan","2002","All genders","Not applicable","Number","1977"
"Tajikistan","2001","All genders","Not applicable","Number","1337"
"Tajikistan","2000","All genders","Not applicable","Number","1174"
"Tajikistan","1999","All genders","Not applicable","Number","1136"
"Tajikistan","1998","All genders","Not applicable","Number","1070"
"Thailand","2012","All genders","Not applicable","Number","24491"
"Thailand","2011","All genders","Not applicable","Number","25191"
"Thailand","2010","All genders","Not applicable","Number","26366"
"Thailand","2009","All genders","Not applicable","Number","25265"
"Thailand","2008","All genders","Not applicable","Number","24450"
"Thailand","2007","All genders","Not applicable","Number","24812"
"Thailand","2006","All genders","Not applicable","Number","23855"
"Thailand","2005","All genders","Not applicable","Number","23677"
"Thailand","2004","All genders","Not applicable","Number","23974"
"Thailand","2003","All genders","Not applicable","Number","23846"
"Thailand","2002","All genders","Not applicable","Number","23826"
"Thailand","2001","All genders","Not applicable","Number","20070"
"Thailand","2000","All genders","Not applicable","Number","19066"
"Thailand","1999","All genders","Not applicable","Number","20026"
"Thailand","1998","All genders","Not applicable","Number","19612"
"The former Yugoslav Republic of Macedonia","2012","All genders","Not applicable","Number","4440"
"The former Yugoslav Republic of Macedonia","2011","All genders","Not applicable","Number","4703"
"The former Yugoslav Republic of Macedonia","2010","All genders","Not applicable","Number","5249"
"The former Yugoslav Republic of Macedonia","2009","All genders","Not applicable","Number","5756"
"The former Yugoslav Republic of Macedonia","2008","All genders","Not applicable","Number","5880"
"The former Yugoslav Republic of Macedonia","2007","All genders","Not applicable","Number","6655"
"The former Yugoslav Republic of Macedonia","2006","All genders","Not applicable","Number","6850"
"The former Yugoslav Republic of Macedonia","2005","All genders","Not applicable","Number","7561"
"The former Yugoslav Republic of Macedonia","2004","All genders","Not applicable","Number","6253"
"The former Yugoslav Republic of Macedonia","2003","All genders","Not applicable","Number","11081"
"The former Yugoslav Republic of Macedonia","2002","All genders","Not applicable","Number","2981"
"The former Yugoslav Republic of Macedonia","2001","All genders","Not applicable","Number","4001"
"The former Yugoslav Republic of Macedonia","2000","All genders","Not applicable","Number","4521"
"The former Yugoslav Republic of Macedonia","1999","All genders","Not applicable","Number","2184"
"The former Yugoslav Republic of Macedonia","1998","All genders","Not applicable","Number","2410"
"Timor-Leste","2012","All genders","Not applicable","Number","3292"
"Timor-Leste","2011","All genders","Not applicable","Number","3686"
"Timor-Leste","2010","All genders","Not applicable","Number","3708"
"Timor-Leste","2009","All genders","Not applicable","Number","3382"
"Timor-Leste","2008","All genders","Not applicable","Number","3152"
"Timor-Leste","2007","All genders","Not applicable","Number","2397"
"Timor-Leste","2006","All genders","Not applicable","Number","1208"
"Timor-Leste","2005","All genders","Not applicable","Number","638"
"Timor-Leste","2004","All genders","Not applicable","Number","600"
"Timor-Leste","2003","All genders","Not applicable","Number","670"
"Timor-Leste","2002","All genders","Not applicable","Number","410"
"Timor-Leste","2001","All genders","Not applicable","Number","406"
"Timor-Leste","2000","All genders","Not applicable","Number","402"
"Timor-Leste","1999","All genders","Not applicable","Number","402"
"Timor-Leste","1998","All genders","Not applicable","Number","402"
"Togo","2012","All genders","Not applicable","Number","3363"
"Togo","2011","All genders","Not applicable","Number","3322"
"Togo","2010","All genders","Not applicable","Number","3220"
"Togo","2009","All genders","Not applicable","Number","3255"
"Togo","2008","All genders","Not applicable","Number","3476"
"Togo","2007","All genders","Not applicable","Number","3454"
"Togo","2006","All genders","Not applicable","Number","3598"
"Togo","2005","All genders","Not applicable","Number","3572"
"Togo","2004","All genders","Not applicable","Number","3267"
"Togo","2003","All genders","Not applicable","Number","3296"
"Togo","2002","All genders","Not applicable","Number","2832"
"Togo","2001","All genders","Not applicable","Number","2532"
"Togo","2000","All genders","Not applicable","Number","2247"
"Togo","1999","All genders","Not applicable","Number","2259"
"Togo","1998","All genders","Not applicable","Number","2259"
"Tokelau","2012","All genders","Not applicable","Number","81"
"Tokelau","2011","All genders","Not applicable","Number","72"
"Tokelau","2010","All genders","Not applicable","Number","63"
"Tokelau","2009","All genders","Not applicable","Number","64"
"Tokelau","2008","All genders","Not applicable","Number","65"
"Tokelau","2007","All genders","Not applicable","Number","52"
"Tokelau","2006","All genders","Not applicable","Number","36"
"Tokelau","2005","All genders","Not applicable","Number","21"
"Tokelau","2004","All genders","Not applicable","Number","7"
"Tokelau","2003","All genders","Not applicable","Number","7"
"Tokelau","2002","All genders","Not applicable","Number","7"
"Tokelau","2001","All genders","Not applicable","Number","7"
"Tokelau","2000","All genders","Not applicable","Number","7"
"Tokelau","1999","All genders","Not applicable","Number","7"
"Tonga","2012","All genders","Not applicable","Number","1168"
"Tonga","2011","All genders","Not applicable","Number","1207"
"Tonga","2010","All genders","Not applicable","Number","1505"
"Tonga","2009","All genders","Not applicable","Number","1242"
"Tonga","2008","All genders","Not applicable","Number","1246"
"Tonga","2007","All genders","Not applicable","Number","1212"
"Tonga","2006","All genders","Not applicable","Number","1260"
"Tonga","2005","All genders","Not applicable","Number","1159"
"Tonga","2004","All genders","Not applicable","Number","1096"
"Tonga","2003","All genders","Not applicable","Number","1051"
"Tonga","2002","All genders","Not applicable","Number","1181"
"Tonga","2001","All genders","Not applicable","Number","1056"
"Tonga","2000","All genders","Not applicable","Number","1047"
"Tonga","1999","All genders","Not applicable","Number","1028"
"Tonga","1998","All genders","Not applicable","Number","1034"
"Trinidad and Tobago","2012","All genders","Not applicable","Number","4970"
"Trinidad and Tobago","2011","All genders","Not applicable","Number","5193"
"Trinidad and Tobago","2010","All genders","Not applicable","Number","5770"
"Trinidad and Tobago","2009","All genders","Not applicable","Number","5563"
"Trinidad and Tobago","2008","All genders","Not applicable","Number","5524"
"Trinidad and Tobago","2007","All genders","Not applicable","Number","5424"
"Trinidad and Tobago","2006","All genders","Not applicable","Number","5272"
"Trinidad and Tobago","2005","All genders","Not applicable","Number","5236"
"Trinidad and Tobago","2004","All genders","Not applicable","Number","5631"
"Trinidad and Tobago","2003","All genders","Not applicable","Number","4926"
"Trinidad and Tobago","2002","All genders","Not applicable","Number","4281"
"Trinidad and Tobago","2001","All genders","Not applicable","Number","4102"
"Trinidad and Tobago","2000","All genders","Not applicable","Number","4083"
"Trinidad and Tobago","1999","All genders","Not applicable","Number","3670"
"Trinidad and Tobago","1998","All genders","Not applicable","Number","3405"
"Tunisia","2012","All genders","Not applicable","Number","18911"
"Tunisia","2011","All genders","Not applicable","Number","19451"
"Tunisia","2010","All genders","Not applicable","Number","19699"
"Tunisia","2009","All genders","Not applicable","Number","18906"
"Tunisia","2008","All genders","Not applicable","Number","18019"
"Tunisia","2007","All genders","Not applicable","Number","17016"
"Tunisia","2006","All genders","Not applicable","Number","16690"
"Tunisia","2005","All genders","Not applicable","Number","14980"
"Tunisia","2004","All genders","Not applicable","Number","14705"
"Tunisia","2003","All genders","Not applicable","Number","14332"
"Tunisia","2002","All genders","Not applicable","Number","12570"
"Tunisia","2001","All genders","Not applicable","Number","11167"
"Tunisia","2000","All genders","Not applicable","Number","10212"
"Tunisia","1999","All genders","Not applicable","Number","9306"
"Tunisia","1998","All genders","Not applicable","Number","9159"
"Turkey","2012","All genders","Not applicable","Number","51487"
"Turkey","2011","All genders","Not applicable","Number","51189"
"Turkey","2010","All genders","Not applicable","Number","49688"
"Turkey","2009","All genders","Not applicable","Number","47766"
"Turkey","2008","All genders","Not applicable","Number","41906"
"Turkey","2007","All genders","Not applicable","Number","37218"
"Turkey","2006","All genders","Not applicable","Number","35404"
"Turkey","2005","All genders","Not applicable","Number","53402"
"Turkey","2004","All genders","Not applicable","Number","53551"
"Turkey","2003","All genders","Not applicable","Number","53348"
"Turkey","2002","All genders","Not applicable","Number","53490"
"Turkey","2001","All genders","Not applicable","Number","50116"
"Turkey","2000","All genders","Not applicable","Number","49641"
"Turkey","1999","All genders","Not applicable","Number","49332"
"Turkey","1998","All genders","Not applicable","Number","49104"
"Turkmenistan","2012","All genders","Not applicable","Number","27959"
"Turkmenistan","2011","All genders","Not applicable","Number","22219"
"Turkmenistan","2010","All genders","Not applicable","Number","16559"
"Turkmenistan","2009","All genders","Not applicable","Number","9607"
"Turkmenistan","2008","All genders","Not applicable","Number","6866"
"Turkmenistan","2007","All genders","Not applicable","Number","5117"
"Turkmenistan","2006","All genders","Not applicable","Number","5077"
"Turkmenistan","2005","All genders","Not applicable","Number","4869"
"Turkmenistan","2004","All genders","Not applicable","Number","5287"
"Turkmenistan","2003","All genders","Not applicable","Number","5069"
"Turkmenistan","2002","All genders","Not applicable","Number","4383"
"Turkmenistan","2001","All genders","Not applicable","Number","4429"
"Turkmenistan","2000","All genders","Not applicable","Number","4648"
"Turkmenistan","1999","All genders","Not applicable","Number","4763"
"Turkmenistan","1998","All genders","Not applicable","Number","4914"
"Turks and Caicos Islands","2012","All genders","Not applicable","Number","179"
"Turks and Caicos Islands","2011","All genders","Not applicable","Number","176"
"Turks and Caicos Islands","2010","All genders","Not applicable","Number","224"
"Turks and Caicos Islands","2009","All genders","Not applicable","Number","241"
"Turks and Caicos Islands","2008","All genders","Not applicable","Number","251"
"Turks and Caicos Islands","2007","All genders","Not applicable","Number","268"
"Turks and Caicos Islands","2006","All genders","Not applicable","Number","248"
"Turks and Caicos Islands","2005","All genders","Not applicable","Number","243"
"Turks and Caicos Islands","2004","All genders","Not applicable","Number","137"
"Turks and Caicos Islands","2003","All genders","Not applicable","Number","116"
"Turks and Caicos Islands","2002","All genders","Not applicable","Number","434"
"Turks and Caicos Islands","2001","All genders","Not applicable","Number","92"
"Turks and Caicos Islands","2000","All genders","Not applicable","Number","86"
"Turks and Caicos Islands","1999","All genders","Not applicable","Number","79"
"Turks and Caicos Islands","1998","All genders","Not applicable","Number","78"
"Tuvalu","2012","All genders","Not applicable","Number","434"
"Tuvalu","2011","All genders","Not applicable","Number","417"
"Tuvalu","2010","All genders","Not applicable","Number","444"
"Tuvalu","2009","All genders","Not applicable","Number","421"
"Tuvalu","2008","All genders","Not applicable","Number","407"
"Tuvalu","2007","All genders","Not applicable","Number","365"
"Tuvalu","2006","All genders","Not applicable","Number","321"
"Tuvalu","2005","All genders","Not applicable","Number","267"
"Tuvalu","2004","All genders","Not applicable","Number","213"
"Tuvalu","2003","All genders","Not applicable","Number","219"
"Tuvalu","2002","All genders","Not applicable","Number","206"
"Tuvalu","2001","All genders","Not applicable","Number","193"
"Tuvalu","2000","All genders","Not applicable","Number","185"
"Tuvalu","1999","All genders","Not applicable","Number","185"
"Tuvalu","1998","All genders","Not applicable","Number","185"
"Uganda","2012","All genders","Not applicable","Number","4853"
"Uganda","2011","All genders","Not applicable","Number","4844"
"Uganda","2010","All genders","Not applicable","Number","3700"
"Uganda","2009","All genders","Not applicable","Number","3826"
"Uganda","2008","All genders","Not applicable","Number","3303"
"Uganda","2007","All genders","Not applicable","Number","2864"
"Uganda","2006","All genders","Not applicable","Number","2574"
"Uganda","2005","All genders","Not applicable","Number","2463"
"Uganda","2004","All genders","Not applicable","Number","2457"
"Uganda","2003","All genders","Not applicable","Number","2502"
"Uganda","2002","All genders","Not applicable","Number","2336"
"Uganda","2001","All genders","Not applicable","Number","2230"
"Uganda","2000","All genders","Not applicable","Number","2140"
"Uganda","1999","All genders","Not applicable","Number","2060"
"Uganda","1998","All genders","Not applicable","Number","1998"
"Ukraine","2012","All genders","Not applicable","Number","39627"
"Ukraine","2011","All genders","Not applicable","Number","37487"
"Ukraine","2010","All genders","Not applicable","Number","36261"
"Ukraine","2009","All genders","Not applicable","Number","33882"
"Ukraine","2008","All genders","Not applicable","Number","32628"
"Ukraine","2007","All genders","Not applicable","Number","26845"
"Ukraine","2006","All genders","Not applicable","Number","25875"
"Ukraine","2005","All genders","Not applicable","Number","26757"
"Ukraine","2004","All genders","Not applicable","Number","24980"
"Ukraine","2003","All genders","Not applicable","Number","19206"
"Ukraine","2002","All genders","Not applicable","Number","21863"
"Ukraine","2001","All genders","Not applicable","Number","18475"
"Ukraine","2000","All genders","Not applicable","Number","20950"
"Ukraine","1999","All genders","Not applicable","Number","13344"
"Ukraine","1998","All genders","Not applicable","Number","13123"
"United Arab Emirates","2012","All genders","Not applicable","Number","8526"
"United Arab Emirates","2011","All genders","Not applicable","Number","8392"
"United Arab Emirates","2010","All genders","Not applicable","Number","8047"
"United Arab Emirates","2009","All genders","Not applicable","Number","7096"
"United Arab Emirates","2008","All genders","Not applicable","Number","6560"
"United Arab Emirates","2007","All genders","Not applicable","Number","6152"
"United Arab Emirates","2006","All genders","Not applicable","Number","6373"
